Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Reasons for canceling by Customer,Reasons for canceling by Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
10-04-2025,04:08:00,CNR2322129247,Success,CUST6793,Prime Plus,Danilimda,Danilimda,10.01,17.63,,,,,,,123.2,Debit Card,4.82,3.4,3.2
10-04-2025,14:43:00,CNR2172063162,Canceled by Driver,CUST5433,Mini,Kalupur,Ambawadi,,,,,Yes,Personal & Car related issue,,,,,,,
22-04-2025,02:11:00,CNR3885357615,Canceled by Driver,CUST1413,Auto,Narol,Kalupur,,,,,Yes,Customer was coughing/sick,,,,,,,
28-04-2025,16:45:00,CNR5825226270,Success,CUST6925,Mini,Gomtipur,Ghodasar,5.73,8.76,,,,,,,659.34,Debit Card,7.67,3,4.8
14-04-2025,18:31:00,CNR9058558205,Success,CUST4637,Bike,Ranip,Nikol,14.32,9.4,,,,,,,187.01,UPI,8.55,4.7,4.6
13-04-2025,19:52:00,CNR4168076869,Success,CUST3771,Auto,Ellis Bridge,Naroda,7.29,16.4,,,,,,,422.124,UPI,22.35,3.4,4.7
03-04-2025,17:55:00,CNR8660123038,Canceled by Customer,CUST4522,Mini,Ashram Road,Juhapura,,,Yes,Driver is not moving towards pickup location,,,,,,,,,
04-04-2025,07:02:00,CNR6795433199,Success,CUST9185,Prime Plus,Danilimda,Jamialpur,14.1,5.3,,,,,,,217.41,Wallet,12.07,4.1,4.1
11-04-2025,07:42:00,CNR9842968836,Canceled by Customer,CUST5335,eBike,Danilimda,CG Road,,,Yes,Driver is not moving towards pickup location,,,,,,,,,
05-04-2025,03:42:00,CNR3032732552,Success,CUST3861,Prime Sedan,Navrangpura,CG Road,8.74,13.13,,,,,,,357.24,Credit Card,13.39,3.7,4.3
24-04-2025,04:42:00,CNR2117520843,Canceled by Driver,CUST6719,Prime SUV,Bodakdev,Behrampura,,,,,Yes,More than permitted people in there,,,,,,,
28-04-2025,07:57:00,CNR5398959997,Canceled by Driver,CUST7049,Auto,Chandkheda,Satellite,,,,,Yes,Personal & Car related issue,,,,,,,
04-04-2025,04:03:00,CNR4755435856,Canceled by Customer,CUST8109,Prime Plus,Naranpura,Hansol,,,Yes,Change of plans,,,,,,,,,
30-04-2025,09:45:00,CNR4335728075,Success,CUST2847,Mini,Kubernagar,Maninagar,7.42,6.25,,,,,,,921.09,UPI,10.74,3.7,4.3
01-04-2025,09:04:00,CNR3940461088,Success,CUST2526,Prime Sedan,Sola,Kalupur,7.39,12.78,,,,,,,143.7,Cash,13.98,4.9,3.1
04-04-2025,16:15:00,CNR8147359653,Canceled by Customer,CUST8171,Auto,Prahlad Nagar,Asarwa,,,Yes,Driver asked to cancel,,,,,,,,,
22-04-2025,03:13:00,CNR1713233108,Canceled by Customer,CUST1300,eBike,Bodakdev,Sabarmati,,,Yes,Wrong Address,,,,,,,,,
16-04-2025,07:04:00,CNR3858233316,Canceled by Driver,CUST4271,Mini,Behrampura,Sabarmati,,,,,Yes,Customer was coughing/sick,,,,,,,
04-04-2025,19:29:00,CNR1078818846,Success,CUST5530,Prime SUV,Naranpura,Hansol,9.23,11.58,,,,,,,181.39,Credit Card,7.72,4.4,4.8
26-04-2025,17:38:00,CNR1202747206,Success,CUST1684,Bike,Ranip,New Ranip,15,15.37,,,,,,,686.16,Credit Card,20.22,4.6,3.3
12-04-2025,15:42:00,CNR3922864360,Success,CUST3874,eBike,Dariapur,Vastrapur,5.6,19.63,,,,,,,470.196,Credit Card,20.32,3.8,4.4
28-04-2025,14:48:00,CNR6324112708,Success,CUST8580,Prime Plus,Navrangpura,Vastrapur,14.61,7.53,,,,,,,404.94,Cash,16.97,4.3,4.7
29-04-2025,06:45:00,CNR3568147369,Canceled by Driver,CUST2670,Auto,Kalupur,Asarwa,,,,,Yes,Customer was coughing/sick,,,,,,,
30-04-2025,11:52:00,CNR2533172302,Success,CUST8424,Prime Sedan,Navrangpura,Bopal,9.71,10.23,,,,,,,237.57,Wallet,16.46,4.8,4.2
10-04-2025,15:12:00,CNR6909507107,Success,CUST4404,eBike,Paldi,Juhapura,5.53,19.55,,,,,,,617.38,Wallet,15.9,3.7,3.9
08-04-2025,18:44:00,CNR3109111133,Success,CUST5661,Mini,Chharodi,Drive-In,6.79,9.35,,,,,,,744.55,Cash,23.82,4.6,3.4
23-04-2025,12:08:00,CNR8646124043,Success,CUST8719,Auto,Vastrapur,Chharodi,6.04,10.45,,,,,,,741.5,Credit Card,18.27,4,3.7
09-04-2025,16:45:00,CNR9903441725,Canceled by Driver,CUST3041,Prime Sedan,Science City,Maninagar,,,,,Yes,Personal & Car related issue,,,,,,,
06-04-2025,18:06:00,CNR3844355248,Success,CUST8424,Mini,Behrampura,Drive-In,9.09,9.75,,,,,,,668.7,Wallet,20.15,4.2,3.6
24-04-2025,17:21:00,CNR6638651813,Success,CUST2669,Bike,Drive-In,Jamialpur,6.03,15.76,,,,,,,358.68,Wallet,13.34,3.3,4
08-04-2025,17:11:00,CNR6700379511,Success,CUST4475,Bike,Meghaninagar,Drive-In,10.78,7.99,,,,,,,211.74,Cash,10.34,4.5,3.9
23-04-2025,21:25:00,CNR7221840209,Canceled by Customer,CUST1267,Mini,Vasna,Hansol,,,Yes,Change of plans,,,,,,,,,
25-04-2025,13:03:00,CNR8776720659,Success,CUST5353,Auto,Vatva,Narol,12.63,7.32,,,,,,,666.7,Debit Card,12.06,4.9,4.5
19-04-2025,20:51:00,CNR3314207754,Success,CUST5997,Prime Sedan,Nikol,Thaltej,6.72,12.63,,,,,,,897.108,Wallet,2.7,4.1,3
25-04-2025,10:03:00,CNR1733099272,Success,CUST8252,Prime SUV,Drive-In,Science City,10.74,12.59,,,,,,,468.57,UPI,16.61,3.6,4.9
08-04-2025,20:38:00,CNR2686094188,Success,CUST9948,Prime Sedan,Chharodi,Gomtipur,10.87,13.4,,,,,,,154.83,Cash,14.53,3.6,4.7
25-04-2025,10:09:00,CNR5567200931,Incomplete,CUST6649,Auto,Vastrapur,Naranpura,,,,,,,Yes,Customer Demand,,,,,
02-04-2025,06:24:00,CNR3662887397,Canceled by Driver,CUST5697,Auto,Nikol,Dariapur,,,,,Yes,Customer was coughing/sick,,,,,,,
01-04-2025,04:07:00,CNR7757819313,Canceled by Driver,CUST6232,Prime Plus,Lal Darwaja,CG Road,,,,,Yes,Personal & Car related issue,,,,,,,
18-04-2025,02:36:00,CNR1552917891,Canceled by Customer,CUST9885,Prime SUV,CG Road,Science City,,,Yes,AC is Not working,,,,,,,,,
16-04-2025,01:47:00,CNR6020562865,Canceled by Driver,CUST9687,Prime Sedan,Manek Chowk,Satellite,,,,,Yes,More than permitted people in there,,,,,,,
15-04-2025,12:15:00,CNR7395734608,Canceled by Driver,CUST9369,eBike,Bodakdev,Nikol,,,,,Yes,More than permitted people in there,,,,,,,
28-04-2025,14:26:00,CNR4078635016,Canceled by Customer,CUST1874,Bike,Kalupur,Memnagar,,,Yes,Change of plans,,,,,,,,,
12-04-2025,21:44:00,CNR6789771527,Success,CUST3136,Auto,Gomtipur,Navrangpura,9.18,9.94,,,,,,,81.912,Cash,19.43,3.2,4.9
28-04-2025,06:24:00,CNR7862127496,Canceled by Driver,CUST3711,Prime Sedan,Kubernagar,Satellite,,,,,Yes,Personal & Car related issue,,,,,,,
15-04-2025,21:13:00,CNR6467874337,Incomplete,CUST8530,Prime SUV,Meghaninagar,Science City,,,,,,,Yes,Customer Demand,,,,,
06-04-2025,19:14:00,CNR6738194956,Success,CUST9414,Prime Plus,Odhav,Chandkheda,3.66,6.55,,,,,,,484.728,Cash,7.84,4.5,4.5
10-04-2025,01:52:00,CNR6883460080,Success,CUST2102,Prime SUV,Kubernagar,Gota,4.63,6.83,,,,,,,269.75,Credit Card,12.08,3.5,4.2
04-04-2025,20:47:00,CNR9182582324,Success,CUST4160,Auto,Kalupur,Kubernagar,4.27,13.88,,,,,,,390.32,Debit Card,22.7,4.5,3.5
05-04-2025,18:47:00,CNR1518700109,Incomplete,CUST3663,Prime Plus,Juhapura,Maninagar,,,,,,,Yes,Other Issue,,,,,
25-04-2025,09:19:00,CNR9458388399,Canceled by Driver,CUST7017,Prime Plus,Paldi,Vatva,,,,,Yes,Customer related issue,,,,,,,
01-04-2025,08:17:00,CNR9434950063,Canceled by Driver,CUST9811,Auto,Nikol,Ambawadi,,,,,Yes,Personal & Car related issue,,,,,,,
14-04-2025,23:28:00,CNR8681601948,Success,CUST2567,Prime SUV,Behrampura,Vatva,7.16,13.4,,,,,,,256.45,Wallet,14.29,3.8,3.5
21-04-2025,08:18:00,CNR6942197867,Canceled by Driver,CUST6256,Bike,Meghaninagar,Lal Darwaja,,,,,Yes,Personal & Car related issue,,,,,,,
24-04-2025,21:07:00,CNR4565335710,Canceled by Customer,CUST3782,Bike,Vatva,Isanpur,,,Yes,Driver asked to cancel,,,,,,,,,
18-04-2025,17:31:00,CNR9579404862,Success,CUST6677,Prime SUV,Vatva,Jamialpur,8.08,5.15,,,,,,,278.16,Wallet,4.04,4.1,4.8
06-04-2025,10:49:00,CNR8607081929,Incomplete,CUST5055,eBike,Behrampura,Bodakdev,,,,,,,Yes,Other Issue,,,,,
30-04-2025,20:23:00,CNR5643034245,Canceled by Driver,CUST7314,Prime SUV,Sabarmati,Chandkheda,,,,,Yes,Personal & Car related issue,,,,,,,
28-04-2025,13:49:00,CNR8997149705,Success,CUST8726,eBike,Gota,Saraspur,14.45,10.49,,,,,,,118.56,Cash,18.05,3.8,3.4
20-04-2025,23:56:00,CNR2026846472,Success,CUST1758,Auto,Odhav,Naranpura,4.85,7.89,,,,,,,337.236,Wallet,19.62,4.5,3.5
30-04-2025,02:11:00,CNR6284704570,Success,CUST9140,Prime Sedan,Amraiwadi,Vasna,4.37,17.74,,,,,,,367.94,Debit Card,1.22,3.2,4.2
05-04-2025,06:51:00,CNR4217554942,Success,CUST9551,Mini,Shahpur,Gota,8.6,9.96,,,,,,,1090.32,Cash,15.75,3.6,3.9
26-04-2025,00:48:00,CNR3954638562,Success,CUST4872,Prime Sedan,Asarwa,Vejalpur,12.87,11.09,,,,,,,111.9,UPI,19.65,3.2,4.7
01-04-2025,03:12:00,CNR1716138024,Incomplete,CUST4309,Prime Sedan,Nikol,Gota,,,,,,,Yes,Other Issue,,,,,
24-04-2025,08:49:00,CNR8059831605,Canceled by Customer,CUST8424,eBike,Manek Chowk,New Ranip,,,Yes,Driver asked to cancel,,,,,,,,,
29-04-2025,01:57:00,CNR9755994441,Success,CUST2451,Mini,Kubernagar,Isanpur,13.9,10.82,,,,,,,569.87,Wallet,17.28,3.1,4.4
12-04-2025,12:02:00,CNR6406711453,Success,CUST5871,eBike,Bopal,Saraspur,5,14.42,,,,,,,266.568,Credit Card,16.65,3.4,4.7
16-04-2025,20:06:00,CNR9900035955,Success,CUST6979,Prime SUV,CG Road,Gota,11.25,5.27,,,,,,,651.6,UPI,3.81,3.3,4.9
29-04-2025,23:50:00,CNR2584430302,Success,CUST9305,Prime Sedan,Memnagar,Vejalpur,14.56,7.1,,,,,,,827.71,Wallet,20.72,3.8,3.8
26-04-2025,20:05:00,CNR3777332301,Success,CUST3362,Prime Plus,Ashram Road,Vastrapur,3.5,15.95,,,,,,,288.3,Credit Card,8.27,3.6,4.5
24-04-2025,05:10:00,CNR2732182317,Canceled by Driver,CUST3095,Prime Sedan,Science City,Prahlad Nagar,,,,,Yes,Personal & Car related issue,,,,,,,
10-04-2025,10:07:00,CNR6051230297,Canceled by Driver,CUST8367,Prime Sedan,Sabarmati,Sola,,,,,Yes,Personal & Car related issue,,,,,,,
19-04-2025,23:00:00,CNR5251812469,Success,CUST4272,eBike,Sabarmati,Gomtipur,12.14,6.48,,,,,,,2250.108,Debit Card,13.8,3.7,4.1
11-04-2025,20:51:00,CNR3114016540,Canceled by Driver,CUST8153,Bike,Vastrapur,Isanpur,,,,,Yes,Customer related issue,,,,,,,
25-04-2025,05:06:00,CNR4510428166,Canceled by Driver,CUST7467,Prime SUV,Naranpura,Chharodi,,,,,Yes,Customer related issue,,,,,,,
24-04-2025,14:24:00,CNR6748282316,Success,CUST7683,Prime Sedan,Gomtipur,Vastrapur,6.76,12.66,,,,,,,119.7,Cash,1.34,4.8,3.1
04-04-2025,17:45:00,CNR1513323467,Success,CUST2327,Auto,Ashram Road,Odhav,11.89,15.61,,,,,,,807.79,Credit Card,15.2,3.8,4.3
28-04-2025,07:14:00,CNR1883452027,Canceled by Customer,CUST7578,Bike,Ambawadi,Amraiwadi,,,Yes,Driver is not moving towards pickup location,,,,,,,,,
21-04-2025,08:46:00,CNR5663611022,Canceled by Driver,CUST2066,Prime Sedan,Kubernagar,Drive-In,,,,,Yes,More than permitted people in there,,,,,,,
19-04-2025,10:28:00,CNR5499372923,Success,CUST5646,Prime Sedan,Memnagar,Sola,10.02,16.64,,,,,,,290.388,Debit Card,7.92,3.3,3.4
05-04-2025,21:53:00,CNR8253475481,Canceled by Driver,CUST9479,Prime Plus,Chharodi,Thaltej,,,,,Yes,Customer was coughing/sick,,,,,,,
28-04-2025,00:58:00,CNR6498255934,Success,CUST7999,Prime Sedan,Science City,Meghaninagar,3.03,12.38,,,,,,,398.43,Cash,10.67,4.7,3.2
28-04-2025,13:25:00,CNR4140644364,Incomplete,CUST7947,Prime Plus,Paldi,Gota,,,,,,,Yes,Other Issue,,,,,
17-04-2025,04:20:00,CNR4756561223,Success,CUST4132,Mini,Thaltej,Paldi,6.12,12.98,,,,,,,440.59,Credit Card,23.49,4.7,3.8
07-04-2025,09:46:00,CNR7046005455,Success,CUST3745,Bike,Isanpur,Vejalpur,4.12,15.01,,,,,,,561.11,Cash,14.19,5,3.7
21-04-2025,11:10:00,CNR3581908983,Incomplete,CUST8994,Bike,Gomtipur,Drive-In,,,,,,,Yes,Customer Demand,,,,,
26-04-2025,16:51:00,CNR1973971936,Incomplete,CUST3416,Auto,Drive-In,Vasna,,,,,,,Yes,Customer Demand,,,,,
23-04-2025,02:46:00,CNR9333266803,Success,CUST9645,eBike,Naranpura,Chandkheda,4,5.29,,,,,,,366.7,Cash,12.7,4.5,4.3
23-04-2025,10:06:00,CNR7713090449,Incomplete,CUST8595,eBike,Ranip,Kubernagar,,,,,,,Yes,Vehicle Breakdown,,,,,
25-04-2025,06:39:00,CNR1696765161,Success,CUST7228,eBike,Drive-In,Bodakdev,11.56,13.97,,,,,,,754.72,Cash,7.71,3.8,3.4
14-04-2025,10:48:00,CNR8135525710,Success,CUST5593,Prime Sedan,Asarwa,Navrangpura,13.71,7.88,,,,,,,432.99,Debit Card,9.14,4.9,3.5
01-04-2025,12:52:00,CNR2219698926,Success,CUST6425,Bike,Science City,Asarwa,14.91,18.35,,,,,,,578.51,Credit Card,24.26,4.9,3.9
22-04-2025,17:13:00,CNR9428549403,Incomplete,CUST7229,Bike,Juhapura,Ghodasar,,,,,,,Yes,Customer Demand,,,,,
02-04-2025,03:36:00,CNR3147199846,Success,CUST2400,Bike,Asarwa,Kubernagar,13.41,12.15,,,,,,,1550.89,Credit Card,1.71,4,4.4
16-04-2025,04:56:00,CNR5364133329,Success,CUST2024,Bike,Jamialpur,Naranpura,4.87,14.65,,,,,,,811.67,Cash,17.68,3.8,4.1
10-04-2025,08:02:00,CNR9319069007,Canceled by Driver,CUST6407,Prime Plus,Lal Darwaja,CG Road,,,,,Yes,Customer was coughing/sick,,,,,,,
08-04-2025,04:12:00,CNR7967525014,Canceled by Customer,CUST8645,Prime Sedan,Ellis Bridge,Ellis Bridge,,,Yes,Driver is not moving towards pickup location,,,,,,,,,
08-04-2025,22:37:00,CNR5907166802,Success,CUST3117,Prime SUV,Vasna,Vatva,9.09,18.55,,,,,,,689.72,Wallet,18.42,3.8,3.2
30-04-2025,17:43:00,CNR7880234274,Incomplete,CUST1344,Auto,Hansol,Dariapur,,,,,,,Yes,Other Issue,,,,,
12-04-2025,08:22:00,CNR9847347561,Success,CUST8994,Prime Plus,Sabarmati,Nikol,12.79,12.15,,,,,,,162.048,Wallet,4.65,4.4,3.6
25-04-2025,05:34:00,CNR8649858954,Incomplete,CUST1031,Prime Plus,Hansol,Kubernagar,,,,,,,Yes,Customer Demand,,,,,
28-04-2025,20:00:00,CNR2687907948,Success,CUST8942,Auto,Chandkheda,Maninagar,10.11,7.26,,,,,,,201.12,Credit Card,23.78,4.9,4.7
07-04-2025,17:06:00,CNR4842949140,Canceled by Driver,CUST3945,Auto,Chharodi,Ashram Road,,,,,Yes,Personal & Car related issue,,,,,,,
18-04-2025,15:40:00,CNR7982331029,Success,CUST2462,Auto,Juhapura,Science City,10.61,15.97,,,,,,,150.97,Credit Card,24.11,3.7,3.5
29-04-2025,05:59:00,CNR3111787522,Success,CUST2747,Prime Plus,Science City,CG Road,4.09,8.12,,,,,,,150.21,UPI,16.54,3.2,3.1
09-04-2025,03:31:00,CNR1259540774,Canceled by Driver,CUST5794,Bike,Danilimda,Jamialpur,,,,,Yes,Customer related issue,,,,,,,
15-04-2025,16:45:00,CNR7591046637,Success,CUST9412,Bike,Bodakdev,Vastrapur,5.87,17.18,,,,,,,414.97,Cash,15.02,4.5,4.3
16-04-2025,12:13:00,CNR9330281526,Success,CUST6993,Bike,Gota,Danilimda,11.07,17.1,,,,,,,220.58,Cash,9.42,4.1,3.2
27-04-2025,18:02:00,CNR3526092303,Incomplete,CUST3082,Prime Plus,Ashram Road,Paldi,,,,,,,Yes,Vehicle Breakdown,,,,,
19-04-2025,09:27:00,CNR1866517507,Success,CUST8780,Prime Plus,Ambawadi,Vastrapur,13.34,13.04,,,,,,,563.364,Debit Card,12.35,3.6,4
15-04-2025,01:36:00,CNR2671675325,Success,CUST3216,eBike,Bodakdev,Sabarmati,7.31,9.78,,,,,,,888.46,Cash,10.6,4.3,3.8
07-04-2025,08:24:00,CNR4027560647,Incomplete,CUST1123,Prime SUV,New Ranip,Asarwa,,,,,,,Yes,Customer Demand,,,,,
19-04-2025,13:35:00,CNR1862422613,Incomplete,CUST3475,Auto,Maninagar,Naroda,,,,,,,Yes,Vehicle Breakdown,,,,,
14-04-2025,14:23:00,CNR9524362575,Success,CUST2260,eBike,Naroda,Chharodi,12.55,7.42,,,,,,,325.35,Debit Card,22.41,3.4,4.8
02-04-2025,20:34:00,CNR4970295145,Success,CUST4237,Prime Sedan,Vatva,Narol,13.62,8.89,,,,,,,480.4,Credit Card,10.41,4.2,4.1
22-04-2025,11:12:00,CNR2760412934,Canceled by Customer,CUST8316,Mini,Gomtipur,Satellite,,,Yes,Change of plans,,,,,,,,,
26-04-2025,06:57:00,CNR6127601760,Success,CUST5301,Prime SUV,Navrangpura,Lal Darwaja,14.34,19.3,,,,,,,151.092,Credit Card,11.12,4.8,3.1
29-04-2025,11:45:00,CNR1611349600,Incomplete,CUST5664,Prime SUV,Prahlad Nagar,Manek Chowk,,,,,,,Yes,Vehicle Breakdown,,,,,
21-04-2025,15:09:00,CNR8230859914,Success,CUST8935,Auto,Ellis Bridge,New Ranip,4.67,18.24,,,,,,,123.18,UPI,22.46,4.7,3
26-04-2025,19:25:00,CNR6094208991,Success,CUST2802,Auto,Manek Chowk,Dariapur,9.4,9.19,,,,,,,384.276,Cash,13.93,3.8,3.2
10-04-2025,10:50:00,CNR5665775728,Canceled by Customer,CUST6755,Prime SUV,Saraspur,Chandkheda,,,Yes,AC is Not working,,,,,,,,,
05-04-2025,04:09:00,CNR1767546365,Canceled by Customer,CUST6243,eBike,Ambawadi,Meghaninagar,,,Yes,Driver asked to cancel,,,,,,,,,
07-04-2025,00:39:00,CNR5618728557,Success,CUST2358,Prime SUV,Vatva,Manek Chowk,10.76,9.24,,,,,,,105.9,Debit Card,5.86,4.5,3.1
19-04-2025,10:13:00,CNR4935163590,Success,CUST1601,Prime SUV,Gomtipur,Odhav,3.24,6.43,,,,,,,110.064,Credit Card,21.79,3.1,4.7
09-04-2025,15:11:00,CNR4115066687,Success,CUST7680,Prime SUV,Juhapura,Danilimda,3.3,5.75,,,,,,,350.99,Cash,15.9,4.1,3.3
06-04-2025,18:42:00,CNR2055581045,Incomplete,CUST1685,Mini,Ashram Road,Maninagar,,,,,,,Yes,Other Issue,,,,,
22-04-2025,17:39:00,CNR6396874232,Success,CUST4900,Prime Plus,Hansol,Vejalpur,13.73,13.51,,,,,,,703.79,Credit Card,22.29,4.8,3.9
23-04-2025,03:30:00,CNR6667109683,Canceled by Customer,CUST1496,Prime SUV,Behrampura,Prahlad Nagar,,,Yes,Wrong Address,,,,,,,,,
22-04-2025,00:43:00,CNR6978471328,Canceled by Customer,CUST3960,eBike,Juhapura,Naranpura,,,Yes,Wrong Address,,,,,,,,,
02-04-2025,16:57:00,CNR7808731415,Success,CUST2030,Prime Sedan,Sola,Ranip,13.98,6.69,,,,,,,272.02,Credit Card,16.67,3.6,4.8
15-04-2025,14:48:00,CNR1229418559,Canceled by Driver,CUST6957,eBike,Gomtipur,Navrangpura,,,,,Yes,Customer related issue,,,,,,,
26-04-2025,01:16:00,CNR9290700440,Success,CUST5734,Mini,Vejalpur,Ashram Road,8.98,16.48,,,,,,,405.612,Credit Card,13.67,4.5,3.9
05-04-2025,19:24:00,CNR2014750498,Success,CUST9537,Auto,Sola,Gomtipur,13.84,9.94,,,,,,,1255.44,Credit Card,12.9,3.6,5
14-04-2025,11:23:00,CNR6784771459,Success,CUST2102,Prime SUV,Gomtipur,Ambawadi,6.21,16.25,,,,,,,831.18,Credit Card,21.75,3.1,4.3
28-04-2025,19:36:00,CNR4460484953,Canceled by Driver,CUST6741,eBike,Ghodasar,Chharodi,,,,,Yes,Customer related issue,,,,,,,
22-04-2025,12:38:00,CNR3174259331,Incomplete,CUST1390,Auto,Thaltej,Kubernagar,,,,,,,Yes,Customer Demand,,,,,
25-04-2025,18:05:00,CNR1397040063,Success,CUST8729,Prime Sedan,Shahpur,Ashram Road,9,7.38,,,,,,,580.64,Wallet,19.27,3.7,4.1
07-04-2025,00:03:00,CNR7006430011,Success,CUST5214,Prime SUV,Juhapura,Bopal,8.33,15.16,,,,,,,515.04,Debit Card,4.66,4.5,4.6
15-04-2025,12:05:00,CNR8741681077,Success,CUST5159,Prime SUV,Drive-In,Jamialpur,4.06,7.25,,,,,,,314.83,UPI,22.69,3.3,4.5
20-04-2025,19:44:00,CNR7847553038,Incomplete,CUST5074,eBike,Jamialpur,New Ranip,,,,,,,Yes,Other Issue,,,,,
22-04-2025,22:14:00,CNR6504039041,Canceled by Customer,CUST3275,Mini,Kalupur,CG Road,,,Yes,Change of plans,,,,,,,,,
07-04-2025,17:55:00,CNR2168091926,Success,CUST2903,eBike,Drive-In,Ellis Bridge,5.51,18.69,,,,,,,545.26,Cash,21.81,3.7,3.6
05-04-2025,00:48:00,CNR7107404630,Success,CUST3141,Mini,Ambawadi,Shahpur,9.46,8.82,,,,,,,1168.932,Credit Card,1.1,3.7,3.1
11-04-2025,01:41:00,CNR6861404474,Incomplete,CUST9273,Prime Sedan,Science City,Behrampura,,,,,,,Yes,Vehicle Breakdown,,,,,
16-04-2025,23:44:00,CNR4372294450,Canceled by Driver,CUST5896,Prime SUV,Juhapura,Vejalpur,,,,,Yes,Customer related issue,,,,,,,
15-04-2025,05:32:00,CNR2390189620,Success,CUST6959,Auto,Navrangpura,Meghaninagar,6.19,8.89,,,,,,,124.9,Credit Card,5.2,3,4.2
07-04-2025,19:11:00,CNR3299313035,Incomplete,CUST5021,Prime Sedan,Drive-In,Vastrapur,,,,,,,Yes,Vehicle Breakdown,,,,,
13-04-2025,22:07:00,CNR3600937381,Success,CUST9255,Prime Plus,Odhav,Prahlad Nagar,7.42,6.22,,,,,,,154.212,Wallet,19.31,3.4,3.5
18-04-2025,00:52:00,CNR9258386726,Success,CUST7727,Prime SUV,New Ranip,Vasna,8.99,5.94,,,,,,,334.44,Wallet,16.14,3.4,4.7
08-04-2025,01:17:00,CNR9971900545,Success,CUST5382,eBike,Paldi,Saraspur,5.98,16.31,,,,,,,574.27,UPI,9.38,3.4,3.6
12-04-2025,03:56:00,CNR9924026750,Incomplete,CUST5280,Prime SUV,Asarwa,Meghaninagar,,,,,,,Yes,Vehicle Breakdown,,,,,
24-04-2025,09:00:00,CNR8546742533,Canceled by Driver,CUST9053,Prime Sedan,Chharodi,Paldi,,,,,Yes,Customer was coughing/sick,,,,,,,
07-04-2025,05:35:00,CNR5075487242,Success,CUST7725,Bike,Vastrapur,Dariapur,3.7,13.29,,,,,,,136.64,Debit Card,2.19,4.8,4.2
07-04-2025,02:40:00,CNR9062113568,Canceled by Driver,CUST8497,Prime Plus,Lal Darwaja,Naroda,,,,,Yes,Personal & Car related issue,,,,,,,
21-04-2025,18:21:00,CNR6220292138,Success,CUST2776,Bike,Narol,Paldi,12.77,9.94,,,,,,,521.78,Wallet,12.98,3.4,4.3
08-04-2025,07:06:00,CNR6337722450,Success,CUST6635,eBike,Manek Chowk,Thaltej,6.81,18.37,,,,,,,615.87,Credit Card,23.89,4.2,3.3
25-04-2025,03:47:00,CNR6296321969,Success,CUST6137,Prime Plus,Sola,Ghodasar,12.84,10.16,,,,,,,905.17,Credit Card,17.19,3.5,4.9
16-04-2025,20:52:00,CNR9881982283,Incomplete,CUST8391,Prime SUV,Vejalpur,Asarwa,,,,,,,Yes,Other Issue,,,,,
24-04-2025,19:38:00,CNR9792412833,Incomplete,CUST9880,Prime Sedan,New Ranip,Drive-In,,,,,,,Yes,Other Issue,,,,,
21-04-2025,06:07:00,CNR5190088152,Incomplete,CUST7458,Bike,Drive-In,Vejalpur,,,,,,,Yes,Vehicle Breakdown,,,,,
13-04-2025,14:46:00,CNR4703213481,Success,CUST4174,Bike,Naroda,Lal Darwaja,4.17,7.05,,,,,,,572.736,Cash,17.01,3.6,4.9
04-04-2025,17:25:00,CNR3599541985,Incomplete,CUST3712,Bike,Jamialpur,Kubernagar,,,,,,,Yes,Vehicle Breakdown,,,,,
04-04-2025,16:52:00,CNR3917111176,Incomplete,CUST1751,Mini,Vejalpur,Bopal,,,,,,,Yes,Vehicle Breakdown,,,,,
04-04-2025,10:06:00,CNR5448767481,Canceled by Customer,CUST4992,Prime SUV,Amraiwadi,Isanpur,,,Yes,Change of plans,,,,,,,,,
17-04-2025,10:57:00,CNR1461416157,Success,CUST8224,Prime SUV,Chharodi,Vastrapur,10.31,10.63,,,,,,,55.29,Cash,21.93,3.3,4.8
27-04-2025,04:14:00,CNR8219221074,Canceled by Customer,CUST2830,Prime SUV,New Ranip,Vejalpur,,,Yes,Wrong Address,,,,,,,,,
09-04-2025,13:46:00,CNR9420365695,Success,CUST3324,Auto,Saraspur,Vatva,7.29,7.08,,,,,,,298.37,Wallet,8.05,4.2,3.9
23-04-2025,08:55:00,CNR4072391043,Success,CUST7625,Prime Sedan,Shahpur,Science City,14.2,12.77,,,,,,,759.74,UPI,14.39,3.7,3.8
11-04-2025,08:17:00,CNR5089015990,Success,CUST9684,Mini,Behrampura,Nikol,4.46,17.45,,,,,,,177.81,Cash,11.38,4,4.2
21-04-2025,16:42:00,CNR7107247746,Canceled by Customer,CUST8573,Mini,Saraspur,Isanpur,,,Yes,Driver is not moving towards pickup location,,,,,,,,,
09-04-2025,21:43:00,CNR7732932571,Success,CUST5504,Prime Plus,Chandkheda,Saraspur,7.2,13.92,,,,,,,894.43,Debit Card,15.02,5,3.9
08-04-2025,06:36:00,CNR5607184620,Canceled by Driver,CUST2527,Prime Sedan,Maninagar,Shahpur,,,,,Yes,Customer was coughing/sick,,,,,,,
